Empresa,Yhaguy,
,,
CODIGOINTERNO,LISTA,
RAY 100083398,272300,
RAY 100083455,188400,
RAY 100083458,542900,
RAY 100083475,528600,
RAY 100083488,204100,
RAY 100083503,545600,
RB-01,0,
RCD FV328,150500,
RCD FV329,153200,
RCD FV330,150500,
RCD RC 221,181900,
RCD RC 866D,193500,
RCD RC 876,156600,
RCD RC 877,156600,
RCD RC 878,156600,
RCD RC 879,156600,
RCD RC-109,99000,
RCD RC-651,266000,
RCD RC-652,233400,
RCD RC-654,115900,
RCD RC221,252100,
RCD RC222,252100,
RCD RC641 L/I,243200,
RCD RC642 L/D,243200,
RCD RC653,104800,
RCD RC864,486300,
RCD RC865,496700,
RDA 0313,194500,
RDA 1427794/1,109100,
RDA-0029,93200,
RDA-0035,50700,
RDA-0046,100400,
RDA-0080,30200,
RDA-0087,200700,
RDA-0094,109700,
RDA-0128,75200,
RDA-0151,443600,
RDA-0159,167700,
RDA-0178,236100,
RDA-0193,113900,
RDA-0261,161400,
RDA-0340,37200,
RDA-0350,326200,
RDA-0393,63400,
RDA-0539,329700,
RDA-0910,246700,
RDA-1.48,21900,
RDA-1.90,0,
RE 71-24488-10,0,
REI AR-001,2767000,
REI R-004,15500,
REI R-005,24000,
REI R-006,15500,
REI R-006R,80300,
REI R-012A,57100,
REI R-014,19000,
REI R-025,111500,
REI R-025A,93400,
REI R-028,35200,
REI R-033,9800,
REI R-035,34400,
REI R-037A,6800,
REI R-038,34200,
REI R-044,10700,
REI R-050,50400,
REI R-050A,54700,
REI R-064,6800,
REI R-065,49400,
REI R-067,48600,
REI R-068,80300,
REI R-070,241400,
REI R-071,285400,
REI R-073,27800,
REI R-073A,46400,
REI R-074,17900,
REI R-075,124700,
REI R-077,41100,
REI R-078,45100,
REI R-090,160300,
REI R-091,124800,
REI R-091A,132300,
REI R-092,117400,
REI R-092A,123000,
REI R-093,48000,
REI R-097,9900,
REI R-098,12000,
REI R-1000,253400,
REI R-1001,173900,
REI R-1003,299200,
REI R-1006,290200,
REI R-1011,269600,
REI R-1012,170200,
REI R-1014,229400,
REI R-1017,240800,
REI R-104,172000,
REI R-105,63800,
REI R-1055,199500,
REI R-1060,276800,
REI R-1063,137400,
REI R-1068,453600,
REI R-1079,268800,
REI R-111,23800,
REI R-112,22700,
REI R-113,57900,
REI R-116,20600,
REI R-116R,75200,
REI R-125,11800,
REI R-125R,112000,
REI R-131,7200,
REI R-147,28600,
REI R-149,9100,
REI R-154,16000,
REI R-159,109900,
REI R-160,25100,
REI R-161,52300,
REI R-173,15200,
REI R-175,2200,
REI R-179,510200,
REI R-188L,13400,
REI R-189,26700,
REI R-193,275200,
REI R-194,4600,
REI R-195,426200,
REI R-197,3900,
REI R-198,61100,
REI R-199,226400,
REI R-200,57100,
REI R-2000,687800,
REI R-2001,563200,
REI R-2003,522400,
REI R-206,26700,
REI R-207,27800,
REI R-208,73900,
REI R-209,24600,
REI R-217,8800,
REI R-2203,145900,
REI R-2211,521900,
REI R-2211F,570200,
REI R-2223,57400,
REI R-2230R,616700,
REI R-232,236300,
REI R-232A,228600,
REI R-243,67800,
REI R-246,72000,
REI R-248,78200,
REI R-251,20600,
REI R-251R,95000,
REI R-252,34300,
REI R-252R,103200,
REI R-253R,127500,
REI R-254,8600,
REI R-262,33100,
REI R-267,17600,
REI R-270P,247200,
REI R-278,79500,
REI R-280,56800,
REI R-281,86400,
REI R-282,122700,
REI R-283,222700,
REI R-284,571000,
REI R-285,133100,
REI R-287,83000,
REI R-290,6500,
REI R-292,522200,
REI R-293,19500,
REI R-294,150400,
REI R-295P,741600,
REI R-299,73900,
REI R-299A,122700,
REI R-3003,29600,
REI R-3004,368300,
REI R-3005,224000,
REI R-3007,170700,
REI R-3008,271500,
REI R-3011,298700,
REI R-3018,470200,
REI R-3019E,483500,
REI R-3020,578400,
REI R-3020A,340000,
REI R-3021,431200,
REI R-3021A,256600,
REI R-3022,560000,
REI R-3023,384800,
REI R-3024,158700,
REI R-3025,182700,
REI R-3027,430300,
REI R-3028,453600,
REI R-3029,267200,
REI R-3030,350700,
REI R-3031,213600,
REI R-3032,384000,
REI R-3033,219500,
REI R-3034,366400,
REI R-3036,308800,
REI R-3045,426700,
REI R-3050,667500,
REI R-3059,220300,
REI R-3060,352000,
REI R-3060A,185900,
REI R-3061,201100,
REI R-3062,363000,
REI R-3070,191800,
REI R-3071,515800,
REI R-3071A,271500,
REI R-3075,228800,
REI R-3076,391200,
REI R-3077,544300,
REI R-3078,180300,
REI R-3079,280000,
REI R-312,245600,
REI R-313,378200,
REI R-315,28600,
REI R-319,625400,
REI R-320,175800,
REI R-3208P,390400,
REI R-3210,8600,
REI R-3211,9800,
REI R-3214,1034800,
REI R-3215AP,203500,
REI R-3219P,999500,
REI R-322,37100,
REI R-3220P,974200,
REI R-3229,226700,
REI R-323,6800,
REI R-3230P,591800,
REI R-3232,150800,
REI R-325,33900,
REI R-3250,91500,
REI R-3251,8200,
REI R-3252,6200,
REI R-3253,17600,
REI R-3254,76000,
REI R-3255,696300,
REI R-326,25100,
REI R-3262,838200,
REI R-3265,31800,
REI R-327,612600,
REI R-3282,583200,
REI R-3288,19200,
REI R-329,47500,
REI R-3291P,263800,
REI R-330,80300,
REI R-3305P,265400,
REI R-3312,117600,
REI R-3319R,238200,
REI R-331A,170700,
REI R-332,8100,
REI R-3323A,95500,
REI R-3325,997600,
REI R-3326,396800,
REI R-3327,18200,
REI R-333,32000,
REI R-333A,41900,
REI R-334,27200,
REI R-3343,124800,
REI R-3345,17500,
REI R-335,17400,
REI R-3355,24300,
REI R-3356,672800,
REI R-336,25100,
REI R-3367,133400,
REI R-3376,429100,
REI R-3377,524300,
REI R-3379,31800,
REI R-338,9100,
REI R-3389,42200,
REI R-339,11400,
REI R-3397,36600,
REI R-340,20600,
REI R-3401,9900,
REI R-3403,140300,
REI R-341,2700,
REI R-342,22200,
REI R-3427,340300,
REI R-343,9300,
REI R-344,17600,
REI R-3448,882200,
REI R-345,10700,
REI R-346,188300,
REI R-347,122700,
REI R-348,17100,
REI R-350,21600,
REI R-351,193600,
REI R-352,23800,
REI R-353,3200,
REI R-354,520300,
REI R-355,373400,
REI R-357,354700,
REI R-358,129100,
REI R-359,21100,
REI R-360,31000,
REI R-361,250200,
REI R-362,277400,
REI R-363,273600,
REI R-364,6700,
REI R-365,6300,
REI R-366,144000,
REI R-367,405400,
REI R-369,46400,
REI R-370F,344000,
REI R-372,107800,
REI R-373,503000,
REI R-375,118200,
REI R-378,160800,
REI R-379,234700,
REI R-381,169900,
REI R-387P,906400,
REI R-388P,817100,
REI R-389P,695200,
REI R-390,12400,
REI R-391,5900,
REI R-392,8600,
REI R-393,29400,
REI R-4005,698700,
REI R-4006,474200,
REI R-4007,306400,
REI R-4008,577900,
REI R-4010,203500,
REI R-4011,247200,
REI R-4012,250700,
REI R-4013,408600,
REI R-421,8600,
REI R-425,192800,
REI R-426,95500,
REI R-451,49700,
REI R-453,16300,
REI R-455,289100,
REI R-458,17400,
REI R-459,30400,
REI R-459A,21600,
REI R-461,20600,
REI R-462,4500,
REI R-462A,5700,
REI R-463,5000,
REI R-464,5500,
REI R-465,43000,
REI R-467,205900,
REI R-470P,205600,
REI R-471P,179800,
REI R-475,17900,
REI R-476,17400,
REI R-477,18200,
REI R-479,6500,
REI R-480,9600,
REI R-481,12800,
REI R-489P,453400,
REI R-490P,341100,
REI R-491,135200,
REI R-494P,389600,
REI R-495P,257400,
REI R-496,10200,
REI R-496A,8800,
REI R-5005,150700,
REI R-5018,9000,
REI R-5041RF,51500,
REI R-508,60200,
REI R-511,424300,
REI R-513,9100,
REI R-514,55200,
REI R-541,215500,
REI R-543,1507500,
REI R-551,141900,
REI R-561,80300,
REI R-600,62400,
REI R-610,9300,
REI R-611,151000,
REI R-614,41100,
REI R-646,74400,
REI R-653,14000,
REI R-655,145600,
REI R-656,351800,
REI R-657,528300,
REI R-657RF,285900,
REI R-669,32700,
REI R-677,116800,
REI R-689,45400,
REI R-693,52600,
REI R-696,12400,
REI R-697,74700,
REI R-699,1414700,
REI R-7000,190400,
REI R-7007,7800,
REI R-7008,7800,
REI R-7012,25900,
REI R-722,40000,
REI R-726,34700,
REI R-727,173600,
REI R-730P,469400,
REI R-732,7200,
REI R-733,11400,
REI R-737,143000,
REI R-738P,164000,
REI R-739P,137100,
REI R-744B,28800,
REI R-747,684300,
REI R-748,9300,
REI R-749,8600,
REI R-7503,70200,
REI R-752,43800,
REI R-752R,225600,
REI R-754,82400,
REI R-757AP,269100,
REI R-757P,198200,
REI R-763P,316600,
REI R-766,42200,
REI R-767,135800,
REI R-773,10200,
REI R-774,13400,
REI R-775,95500,
REI R-778,19800,
REI R-778R,86700,
REI R-783,554200,
REI R-784,124800,
REI R-784A,153100,
REI R-793,45600,
REI R-796,7000,
REI R-798,4800,
REI R-799,7800,
REI R-800,56800,
REI R-8003,179800,
REI R-8004,112300,
REI R-8006,34400,
REI R-8007,37600,
REI R-801,53400,
REI R-802,57100,
REI R-805,11100,
REI R-806,36600,
REI R-807,428000,
REI R-808,433400,
REI R-809,829600,
REI R-810,921100,
REI R-811,183500,
REI R-812,480000,
REI R-813,5900,
REI R-814,25100,
REI R-815,28300,
REI R-816,3200,
REI R-817,76000,
REI R-823,384600,
REI R-826A,85600,
REI R-827,0,
REI R-829,240600,
REI R-830,133600,
REI R-831,46700,
REI R-832,54200,
REI R-834,40600,
REI R-836,90700,
REI R-837,161900,
REI R-838,64000,
REI R-839,888800,
REI R-841,48300,
REI R-843,36000,
REI R-845,33900,
REI R-848,102200,
REI R-849,173100,
REI R-851,87000,
REI R-853,127500,
REI R-854,154400,
REI R-855,160300,
REI R-856,194700,
REI R-863,9900,
REI R-866,20800,
REI R-867,275200,
REI R-869,231500,
REI R-874,275200,
REI R-876,17100,
REI R-877,13900,
REI R-878,985900,
REI R-879,370200,
REI R-885,8200,
REI R-887,429900,
REI R-889,37400,
REI R-892,333100,
REI R488,141600,
REI R632-R,243800,
REI S-302,265100,
REI S-305,244300,
REI S-307,257900,
REI S-332,613400,
REI S-365,562700,
REI S-400,762400,
REI S-403,1000800,
REI S-404,226400,
REI S-405,341900,
REI S-407,120300,
REI S-410,1458400,
REI S-411,0,
REI S-415,555800,
REI S-419,590200,
REI S-426,791800,
REI S-428,610400,
REI S-434,956800,
REI S-435,3385100,
REI S-446,3825000,
REI S-620,4701900,
REI S-623,628200,
REI S-626,2521900,
REI S-634,565600,
REI S-646,2660700,
REI S-822,656000,
REI SC-10348,32800,
REI SC-10349,36600,
REI SC-10400,99800,
REI SC-10401,46200,
REI SC-10402,48800,
REI SC-10403,61600,
REI SP-3008,833400,
REI SP-3009,833400,
REI SP-3050,675000,
REI SP-4001,862200,
RES 0912,12500,
RES 1399463,333700,
RES 312437,11800,
RES 346568,455200,
RES 600 R3E,2180000,
RES 604 R3E,2430800,
RES 604CT,137100,
RES 604R6E,1765300,
RES 608 R3E,1973200,
RET 0634300302,100000,
REV 0307,0,
REV 3537,0,
REV 3551,0,
REV 3834,0,
REV 3858,0,
REV 3896,0,
REV 4008,0,
REV 4015,0,
REV 4022,0,
REV 4039,0,
REV 4046,0,
REV 4053,0,
REV 4091,0,
REV 4718,0,
REV 4756,0,
REV 4794,0,
RFI 1A 0404,100000,
RFI 1A0405,155700,
RG 1003 22M,0,
RG N-6101,484100,
RG N-6101/1,484100,
RG T-2820,0,
RG W0507,1202700,
RG-5940,221700,
RG1003-19M,0,
RG1003-20M,0,
RGR CI0852-03,0,
RGR CI0852-04,8400,
RGR CI0852-05,6100,
RGR CI0852-06,6100,
RHO 6612,53000,
RHO 7703,154100,
RHO-0353,25400,
RHO-1102,42100,
RHO-1103,42000,
RHO-320-R,46100,
RHO-328,88200,
RHO-3386,39500,
RHO-356,29700,
RHO-360,63100,
RHO-366,63000,
RHO-374,0,
RHO-394,50700,
RHO-4413,75000,
RHO-4416,76000,
RHO-4427,0,
RHO-4492,89200,
RHO-7702,161200,
RHO-7713,165500,
RHO-7718,161200,
RHO-7721,170400,
RHO-7722,451400,
RIG 3640701533,58400,
RIG 3640701633,62400,
RIG 3640701733,62400,
RIG 3640701833,62400,
RIK 28773,701200,
RIO 11.043.020,9300,
RIO 11.206.030,3600,
RIO 11.230.060,12900,
RIO 11.231.060,6800,
RIO 11.265.020,8100,
RIO 11.288.020,10200,
RIO 11.289.020,12000,
RIO 11.558.035,13200,
RIO 11.559.035,11700,
RIO 11.562.035,10200,
RIO 11.573.035,9400,
RIO 11.582.020,10800,
RIO 11.608.020,12100,
RIO 11.710.050,5200,
RIO 11.710.150,5200,
RIO 11.798.035,11300,
RIO 11.837.020,12200,
RIO 11.837.120,6000,
RIO 12.549.010,5400,
RIO 12.549.110,5400,
RIO 12.725.010,6600,
RIO 12.725.110,6000,
RIO 12.757.010,7000,
RIO 12.757.110,7000,
RIO 23.187.043,17500,
RIO 23.514.020,16700,
RIO 23.515.020,15000,
RIO 23.530.020,18200,
RIO 23.531.120,0,
RIO 23.786.035,0,
RIO 41.041.020,21600,
RIO 41.042.020,26300,
RIO 41.046.020,30900,
RIO 41.113.060,37900,
RIO 41.114.060,19500,
RIO 41.152.020,23000,
RIO 41.332.035,0,
RIO 41.369.035,33400,
RIO 53.012.020,34200,
RIO 54.058.070,17400,
RIO 54.059.070,20000,
RIO 54.060.070,21100,
RIO 54.067.070,20000,
RIO 54.070.070,18400,
RIO 54.071.070,20000,
RIO 54.097.030,17400,
RIO 54.098.030,23800,
RIO 54.170.040,19000,
RIO 54.171.040,25400,
RIO 54.172.040,20000,
RIO 54.173.040,19000,
RIO 54.221.020,28800,
RIO 54.222.020,35800,
RIO 54.223.020,19200,
RIO 54.224.020,21600,
RIO 54.225.020,21900,
RIO 54.226.020,27500,
RIO 54.227.020,63800,
RIO 54.228.020,59500,
RIO 54.229.020,36600,
RIO 54.231.020,37100,
RIO 54.232.020,21600,
RIO 54.233.020,24800,
RIO 54.339.035,59000,
RIO 54.340.035,100600,
RIO 54.341.035,73600,
RIO 54.342.035,57400,
RIO 54.343.035,63200,
RIO 54.344.035,76000,
RIO 54.351.010,18400,
RIO 54.352.010,22700,
RIO 54.353.010,18000,
RIO 54.354.010,23800,
RIO 54.356.010,19000,
RIO 54.357.010,19000,
RIO 54.374.010,20000,
RIO 54.375.010,29100,
RIO 54.378.010,19800,
RIO 54.380.010,23200,
RIO 54.383.010,20300,
RIO 54.384.010,32800,
RIO 54.385.060,39800,
RIO 54.386.060,48300,
RIO 54.387.060,30700,
RIO 54.388.060,36000,
RIO 55.017.070,47500,
RIO 55.017.170,47500,
RIO 55.017.270,47500,
RIO 55.018.070,76800,
RIO 55.018.170,76800,
RIO 55.018.270,76800,
RIO 55.020.070,65400,
RIO 55.023.170,34200,
RIO 55.023.270,34200,
RIO 55.024.270,47500,
RIO 55.047.030,41900,
RIO 55.047.230,41900,
RIO 55.079.240,49400,
RIO 55.080.140,53100,
RIO 55.080.240,53100,
RIO 55.095.220,135200,
RIO 55.095.320,135200,
RIO 55.098.020,299000,
RIO 55.102.120,133400,
RIO 55.102.220,133400,
RIO 55.102.320,133400,
RIO 55.102.420,133400,
RIO 55.105.120,281900,
RIO 55.162.210,47500,
RIO 61.071.650,210000,
RIO 61.094.020,101100,
RIO 61.094.220,141900,
RIO 61.094.320,141900,
RIO 61.094.420,65100,
RIO 61.094.620,76000,
RIO 61.094.820,141900,
RIO 61.516.6035,261900,
RIO 61071650,228700,
RN 0409,28400,
RN 0605,25000,
RN 1013 VM,10200,
RN 1039,29800,
RN 4004,20700,
RN 4013,48400,
RN 4016,38200,
RN 409-0040,21600,
RN 6004,66700,
RN 6005,66700,
RN-0602,0,
RN-1014,0,
RN-1031BI,0,
RN-4015D,0,
RN-4020D,0,
ROC 010004-8,11600,
ROC 010010-201,35000,
ROC 010014-5,38300,
ROC 010016-1,38300,
ROC 010018-8,35000,
ROC 010020-001,38300,
ROC 010021-8,38300,
ROC 010022-6,23300,
ROC 010024-2,25500,
ROC 010026-9,25500,
ROC 010028-501,35000,
ROC 010030-7,35000,
ROC 010032-3,35000,
ROC 010034-001,23300,
ROC 010036-6,23300,
ROC 010038-2,35000,
ROC 010040-4,23300,
ROC 010042-0,38300,
ROC 010044-7,35000,
ROC 010046-3,23300,
ROC 010048-0,23300,
ROC 010054-4,3400,
ROC 010058-7,19300,
ROC 010059-5,22400,
ROC 010060-9 01,21000,
ROC 010064-1,32100,
ROC 010065-0,32100,
ROC 010066-8,21400,
ROC 010067-6,32100,
ROC 010068-4,31500,
ROC 010070-6,38600,
ROC 010077-3,43700,
ROC 010078-1,7100,
ROC 010092-7,2600,
ROC 010094-3,1700,
ROC 010096-0,2800,
ROC 010098-6,2800,
ROC 010184-2,300,
ROC 010224-5,15100,
ROC 010258-0,62300,
ROC 010260-1,62300,
ROC 010281-4,4500,
ROC 010282-2,5800,
ROC 010283-0,1200,
ROC 010285-7,4500,
ROC 010286-5-01,6000,
ROC 010343-8,1900,
ROC 010344-6,26700,
ROC 010346-2,27000,
ROC 010358-6,23600,
ROC 010363-2,28400,
ROC 010400-001,23900,
ROC 010402-7,36000,
ROC 010404-3,36000,
ROC 010408-601,24000,
ROC 010412-401,36000,
ROC 010414-0,37100,
ROC 010416-7,37100,
ROC 010418-3,36000,
ROC 010420-5,36000,
ROC 010426-402,36000,
ROC 010428-0,36000,
ROC 010432-901,36000,
ROC 010438-8,22300,
ROC 010462-0,23500,
ROC 010464-7,24400,
ROC 010466-3,25400,
ROC 010560-0,2300,
ROC 010561-9,2100,
ROC 010562-7,40100,
ROC 010564-3,40100,
ROC 010566-0,40100,
ROC 010568-6,40100,
ROC 010570-8,40100,
ROC 010574-0,40100,
ROC 010576-7,40100,
ROC 010580-5,47700,
ROC 010582-1,47700,
ROC 010586-4,47700,
ROC 010590-2,47600,
ROC 010594-5,67400,
ROC 010686-0,117500,
ROC 010710-7,37100,
ROC 010742-5,3100,
ROC 010782-4,19900,
ROC 010800-6,24600,
ROC 010802-2,24600,
ROC 010804-9,24600,
ROC 010806-5,24600,
ROC 010808-1,24600,
ROC 010810-3,24600,
ROC 010812-0,24600,
ROC 010814-6,24600,
ROC 010816-2,24600,
ROC 010818-9,24600,
ROC 010820-0,36900,
ROC 010822-7,36900,
ROC 010824-3,36900,
ROC 010826-0,36900,
ROC 010828-6,36900,
ROC 010830-8,36900,
ROC 010832-4,36900,
ROC 0110310-01,98600,
ROC 011056-6,2900,
ROC 011068-0,200,
ROC 011074-4,2000,
ROC 012157-6,900,
ROC 020013-1,24900,
ROC 020041-7,8400,
ROC 020043-3,5000,
ROC 020063-8,8300,
ROC 020118-9,7600,
ROC 020332-7,42300,
ROC 020414-5,2500,
ROC 020433-1,23300,
ROC 021034-0,4700,
ROC 021044-7,56800,
ROC 030006-3,2400,
ROC 030008-0,3600,
ROC 030009-8,1900,
ROC 030010-1,2000,
ROC 030012-8,25700,
ROC 030013-6,33600,
ROC 030021-7,117500,
ROC 030022-5,45000,
ROC 030023-3,67600,
ROC 030024-1,45000,
ROC 030026-8,45000,
ROC 030027-6,18000,
ROC 030029-2,16800,
ROC 030050-0,14800,
ROC 030073-0,1800,
ROC 030080-2,2000,
ROC 030100001,29100,
ROC 030110-8,700,
ROC 030132-9,15000,
ROC 030154-0,1700,
ROC 030156-6,2000,
ROC 030158-2,2400,
ROC 030164-7,12800,
ROC 030166-3,16400,
ROC 030168-0,27300,
ROC 030302-0,302500,
ROC 030514-6,82000,
ROC 0310786-01,6400,
ROC 040000-9,22400,
ROC 040001-7,34000,
ROC 040002-5,24000,
ROC 040003-3,39300,
ROC 040004-1,34200,
ROC 040012-2,6200,
ROC 0400122-01,3900,
ROC 040014-9,2200,
ROC 040024-601,38600,
ROC 050000-3,28200,
ROC 050084-4,55000,
ROC 050117-4,36600,
ROC 050126-3,30500,
ROC 050128-0,36500,
ROC 050154-9,86900,
ROC 050255-3,99100,
ROC 060068-7,20700,
ROC 060130-6,36900,
ROC 060180-2,72200,
ROC 061080-1,66700,
ROC 071013-0,8600,
ROC 110006-8,119600,
ROC 120000-3,1400,
ROC 120012-7,70000,
ROC 120014-3,70000,
ROC 120020-8,64200,
ROC 120022-4,64200,
ROC 120096-8,46600,
ROC 120098-4,46600,
ROC 140000-2,3800,
ROC 140001-0,8300,
ROC 140010-0,13500,
ROC 140028-2,5800,
ROC 140110-6,5800,
ROC 140111-4,8100,
ROC 140125-4,1800,
ROC 140136-0,4900,
ROC 140154-8,4400,
ROC 140156-4,18200,
ROC 140193-9,77100,
ROC 140243-9,44300,
ROC 140261-7,31900,
ROC 140328-1,2800,
ROC 140380-0,59100,
ROC 140438-5,4200,
ROC 140447-4,700,
ROC 140452-0,24800,
ROC 140480-6,15600,
ROC 140540-3,1200,
ROC 140542-0,68900,
ROC 140710-4,1200,
ROC 140711-2,1400,
ROC 140720-1,22200,
ROC 141012-1,22500,
ROC 141117-9,17600,
ROC 141122-5,8500,
ROC 141177-2,5100,
ROC 141216-7,10300,
ROC 150014-7,5600,
ROC 160088-5,29300,
ROC 160090-7,23000,
ROC 160108-3,51400,
ROC 160110-5,32100,
ROC 160115-6,15300,
ROC 160116-4,13000,
ROC 160117-2,20300,
ROC 160118-0,16100,
ROC 160120-2,15000,
ROC 160121-0,21300,
ROC 160129-6,107100,
ROC 161008-2,9100,
ROC 170104-5,96200,
ROC 170106-1,129600,
ROC 170108-8,360700,
ROC 170305-6,256000,
ROC 171047-8,95300,
ROC 171075-3,24100,
ROC 172241-7,597900,
ROC 180003-5,31200,
ROC 180008-6,142500,
ROC 180014-0,8000,
ROC 180016-7,8400,
ROC 180018-3,5800,
ROC 180076-0,48400,
ROC 180084-1,500,
ROC 180087-6,1100,
ROC 180088-4,900,
ROC 180102-3,12300,
ROC 180104-0,1800,
ROC 180158-9,43700,
ROC 180198-8,16600,
ROC 180210-0,30100,
ROC 180236-4,300,
ROC 180251-8,99700,
ROC 180255-0,76100,
ROC 180294-1,800,
ROC 181063-4,17100,
ROC 181196-7,141200,
ROC 181233-5,13700,
ROC 181320-0,98200,
ROC 200116-0,31600,
ROC 300083-4,86400,
ROC 303039301,8300,
ROC 303497601,328700,
ROC 303508-5,67000,
ROC 303510-7,46000,
ROC 303702-9,49800,
ROC 303704-5,51300,
ROC 303732-0,7300,
ROC 303736-3,32100,
ROC 303743-6,5400,
ROC 304048-8,18000,
ROC 304050-0,18000,
ROC 304205-7,17500,
ROC 310944-5,2500,
ROC 313518-7,70100,
ROC 318024-7,1800,
ROC 318031-0,148700,
ROC 318033-6,162300,
ROC 318034-4,14500,
ROC 318056-5,79000,
ROC 318071-9,31000,
ROC 318072-7,30400,
ROC 318073-5,28600,
ROC 318124-3,95700,
ROC 318125-1,95700,
ROC 318500-1,21600,
ROC 335132-7,22500,
ROC 335134-3,6700,
ROC 345220-4,5700,
ROC 345288-3,29900,
ROC 345290-5,40500,
ROC 345304-9,28300,
ROC 345306-5,42400,
ROC 345307-3,18800,
ROC 345308-1,29900,
ROC 345310-3,15800,
ROC 345312-0,23900,
ROC 345314-6,28900,
ROC 345335-9,66200,
ROC 345338-3,8200,
ROC 345401-0,45300,
ROC 345403-7,59800,
ROC 345406-1,30400,
ROC 345409-6,102500,
ROC 345410-0,27000,
ROC 345414-2,26400,
ROC 345416-9,17100,
ROC 345417-7,54700,
ROC 345433-9,59800,
ROC 345442-8,43700,
ROC 345449-5,111100,
ROC 345480-0,84300,
ROC 345482-7,77800,
ROC 345487-8,132400,
ROC 345491-6,94000,
ROC 345574-2,28200,
ROC 345581-5,35900,
ROC 345583-1,32500,
ROC 345604-8,12900,
ROC 345628-5,53000,
ROC 345630-7,32800,
ROC 345632-3,25700,
ROC 345634-0,10600,
ROC 345638-2,28300,
ROC 345642-0,18400,
ROC 345646-3,33400,
ROC 345655-2,241800,
ROC 345716-8,94000,
ROC 345825-3,5800,
ROC 345856-3,67500,
ROC 345942-0,469800,
ROC 346007-0,8000,
ROC 346034-7,32600,
ROC 346048-7,7700,
ROC 346525-0,1300,
ROC 346529-2,5200,
ROC 347527-1,437400,
ROC 350480-8,25400,
ROC 350592-8,64800,
ROC 385850-2,36300,
ROC 385854-5,54500,
ROC 385856-1,36300,
ROC 385858-8,36300,
ROC 385860-0,36300,
ROC 385862-6,36300,
ROC 385864-2,36300,
ROC 385878-2,36300,
ROC 385880-4,36300,
ROC 385882-0,36300,
ROC 385884-7,36300,
ROC 385885-5,36400,
ROC 385886-3,36300,
ROC 385887-1,36300,
ROC 385888-0,36300,
ROC 425004-4,341700,
ROC 425016-8,654700,
ROC 425032-0,318800,
ROC 430050-5,128000,
ROC 431010-1,21800,
ROC 431098-5,20200,
ROC 450014-8,75900,
ROC 455705-0,37600,
ROC 480027-3,28700,
ROC 4850254-01,31100,
ROC 490090-1,129600,
ROC 490092-8,26700,
ROC 490176-2,37100,
ROC 490211-4,17000,
ROC 490540-7,71300,
ROC 490762-0,35200,
ROC 500008-4,5500,
ROC 500010-6,3900,
ROC 500013-0,11700,
ROC 500047-5,2000,
ROC 500059-9,1500,
ROC 500090-4,10700,
ROC 500094-7,10900,
ROC 500100-5,1400,
ROC 500114-5,14600,
ROC 500128-5,7000,
ROC 500167-6,4900,
ROC 500203-6,3300,
ROC 500218-4,1300,
ROC 500222-2,2600,
ROC 500304-0,10300,
ROC 500314-8,14600,
ROC 500330-0,4300,
ROC 500332-6,7500,
ROC 500576-0,11800,
ROC 500578-7,10400,
ROC 500580-9,4900,
ROC 500608-2,12300,
ROC 500610-4,41100,
ROC 501246-5,35400,
ROC 501362-3,8300,
ROC 501368201,12800,
ROC 502160-0,12400,
ROC 502167-7,7800,
ROC 502821-3,6800,
ROC 520500-0,21800,
ROC 530008-8,13700,
ROC 530074-6,29900,
ROC 530075-4,29900,
ROC 530076-2,38100,
ROC 530078-9,35500,
ROC 570007-8,76100,
ROC 585092-4,500,
ROC 585093-2,900,
ROC 585096-7,700,
ROC 585104-1,1000,
ROC 585500-4,10200,
ROC 590072-7,45100,
ROC 590073-5,44500,
ROC 592006-0,384400,
ROC 592007-8,334000,
ROC 592030-2,874800,
ROC 592038-8,156400,
ROC 592040-0,149500,
ROC 592060-4,709000,
ROC 592072-8,359100,
ROC 612008-3,341700,
ROC 612022-9,237500,
ROC 612032-6,603300,
ROC 612054-7,572300,
ROC 625027-0,13900,
ROC 630014602,20600,
ROC 630835-0,7400,
ROC 632000-7,1500,
ROC 641412-5,94000,
ROC 641438-9,26500,
ROC 641606-3,49500,
ROC 641626-8,5300,
ROC 641738-8,5200,
ROC 641835001,20000,
ROC 641838-4,206300,
ROC 641875-9,29300,
ROC 641934-8,28000,
ROC 693174-0,84100,
ROC 730010-7,291300,
ROC 730012-3,358800,
ROC 730020-4,236500,
ROC 730025-5,194000,
ROC 755903-8,199100,
ROC 900152-2,25800,
ROC 940204-7,46900,
ROC 940208-0,47000,
ROD 1400213,541700,
ROD 4521000,2537000,
ROD 5372,1431400,
ROD 6375371,1273300,
ROD 902674,381300,
ROD 908610,416700,
ROD 921613,931500,
ROD 922590,1252500,
ROD 995518,834700,
ROD ASC-825225,987400,
ROD RC-55014,1266700,
ROD RCR-55035,1903200,
ROD RSC-2400,1465400,
ROD-001,0,
RODA 190,4800,
RODA 193,1600,
RODA 196,10300,
RODA 212,3300,
RODA 213,1900,
RODA 244 AAP,17200,
RODA 253,10400,
RODA 257,17200,
RODA 259,6300,
RODA 260,7500,
RODA 506,13200,
RODA 508,24300,
RODA 509,14800,
RODA A202,2500,
RODA A203,1500,
RODA A204,3000,
RODA A205,1500,
RODA A207,600,
RODA A276,2100,
RODA A277,3000,
RODA A278,2800,
RODA A285,7000,
RODA A286,1800,
RODA C120,5200,
RODA C120E,5500,
